0,VERSION,*,*,S.U.P.E.R. AIML Bot version 0.0.4,update.aiml
0,BUILD,*,*,Sat Jan 27 04:09:28 PST 2018,update.aiml
0,DELEVLOPMENT ENVIRONMENT,*,*,Program AB 0.0.4.2 beta -- AI Foundation Reference AIML 2.0 implementation,update.aiml
